Source,Target,Capacity,Flow
0,16,48,0
0,43,48,0
0,55,32,0
0,57,4,0
0,65,17,0
0,81,42,0
0,83,18,0
0,113,25,0
0,157,39,0
0,158,19,0
0,185,42,0
1,13,9,0
1,30,35,0
1,43,19,0
1,57,48,0
1,67,12,0
1,79,8,0
1,81,34,0
1,89,20,0
1,96,13,0
1,113,26,0
1,151,20,0
1,154,22,0
1,158,42,0
1,179,25,0
1,191,37,0
1,193,15,0
1,199,11,0
2,44,39,0
2,85,28,0
2,87,29,0
2,91,41,0
2,94,46,0
2,104,32,0
2,106,8,0
2,136,15,0
2,137,26,0
2,138,41,0
2,180,10,0
2,182,12,0
2,187,29,0
2,195,28,0
3,45,43,0
3,59,10,0
3,75,37,0
3,105,14,0
3,112,42,0
3,124,24,0
3,133,21,0
3,147,26,0
3,148,31,0
3,190,46,0
3,196,14,0
3,197,33,0
4,31,38,0
4,41,47,0
4,49,7,0
4,51,18,0
4,59,17,0
4,62,33,0
4,90,9,0
4,133,49,0
4,155,35,0
4,159,2,0
4,163,48,0
4,174,1,0
4,184,50,0
4,190,6,0
5,20,50,0
5,36,49,0
5,50,43,0
5,82,17,0
5,116,20,0
5,137,34,0
5,138,37,0
5,139,24,0
5,140,42,0
5,144,28,0
5,153,3,0
5,162,20,0
5,165,45,0
5,182,37,0
6,35,39,0
6,66,20,0
6,111,45,0
6,122,11,0
6,145,12,0
6,156,1,0
7,37,41,0
7,52,10,0
7,131,38,0
7,141,40,0
7,178,18,0
7,192,32,0
8,3,2,0
8,46,26,0
8,75,11,0
8,90,31,0
8,135,46,0
8,147,28,0
8,148,46,0
8,159,50,0
8,167,11,0
8,177,32,0
8,188,46,0
8,190,29,0
8,194,44,0
9,25,33,0
9,50,32,0
9,56,29,0
9,60,12,0
9,93,18,0
9,100,17,0
9,116,50,0
9,132,11,0
9,139,4,0
9,153,18,0
9,170,3,0
9,173,3,0
10,17,16,0
10,19,46,0
10,30,31,0
10,33,33,0
10,41,44,0
10,51,18,0
10,86,2,0
10,142,46,0
10,159,38,0
10,174,39,0
11,8,26,0
11,29,41,0
11,43,33,0
11,49,40,0
11,103,34,0
11,123,20,0
11,128,27,0
11,166,24,0
11,167,42,0
11,196,50,0
12,4,37,0
12,28,46,0
12,41,9,0
12,62,17,0
12,69,10,0
12,117,24,0
12,124,20,0
12,128,26,0
12,133,40,0
12,155,15,0
12,163,45,0
12,188,32,0
12,190,48,0
13,0,46,0
13,15,1,0
13,54,3,0
13,55,26,0
13,72,21,0
13,77,28,0
13,113,28,0
13,157,6,0
13,168,38,0
13,185,13,0
13,193,7,0
14,6,36,0
14,27,30,0
14,61,25,0
14,73,16,0
14,95,28,0
14,111,20,0
14,198,16,0
15,0,44,0
15,16,50,0
15,72,49,0
15,81,46,0
15,83,17,0
15,113,11,0
16,13,32,0
16,29,46,0
16,89,23,0
16,113,17,0
16,157,30,0
16,191,6,0
17,33,1,0
17,71,21,0
17,141,38,0
17,178,47,0
18,85,17,0
18,92,20,0
18,97,17,0
18,99,32,0
18,115,5,0
19,7,41,0
19,27,38,0
19,71,4,0
19,88,25,0
19,184,29,0
19,198,1,0
20,25,7,0
20,36,28,0
20,50,6,0
20,91,45,0
20,104,44,0
20,108,39,0
20,134,21,0
20,140,40,0
20,161,22,0
20,165,48,0
20,182,13,0
20,187,36,0
21,10,1,0
21,30,48,0
21,34,19,0
21,41,29,0
21,86,23,0
21,90,9,0
21,118,39,0
21,120,43,0
21,127,6,0
21,131,11,0
21,184,21,0
22,2,42,0
22,23,1,0
22,38,11,0
22,44,27,0
22,91,23,0
22,123,47,0
22,134,28,0
22,147,22,0
22,150,44,0
22,181,29,0
23,44,36,0
23,47,44,0
23,85,46,0
23,103,21,0
23,121,28,0
23,123,39,0
23,150,23,0
23,169,30,0
23,176,41,0
23,195,3,0
24,18,30,0
24,26,21,0
24,40,48,0
24,74,37,0
24,92,18,0
24,99,25,0
24,106,34,0
24,115,17,0
25,5,39,0
25,48,9,0
25,98,47,0
25,102,16,0
25,105,2,0
25,108,1,0
25,116,36,0
25,132,3,0
25,140,14,0
25,153,38,0
25,162,10,0
25,170,44,0
25,183,12,0
26,2,49,0
26,18,10,0
26,32,25,0
26,40,49,0
26,42,38,0
26,44,25,0
26,63,48,0
26,64,24,0
26,74,18,0
26,85,32,0
26,94,20,0
26,97,9,0
26,106,14,0
26,129,9,0
27,7,50,0
27,35,31,0
27,52,11,0
27,66,24,0
27,198,22,0
28,4,46,0
28,8,4,0
28,11,4,0
28,21,10,0
28,41,5,0
28,51,17,0
28,69,24,0
28,109,30,0
28,117,17,0
28,118,6,0
28,126,38,0
28,135,39,0
28,159,44,0
28,167,3,0
28,184,3,0
28,188,7,0
29,78,26,0
29,89,26,0
29,103,16,0
29,121,37,0
29,123,16,0
29,154,15,0
29,181,12,0
29,191,8,0
30,34,41,0
30,77,20,0
30,79,45,0
30,109,21,0
30,110,29,0
30,120,49,0
30,127,3,0
30,179,7,0
30,193,4,0
31,3,28,0
31,8,31,0
31,11,9,0
31,12,7,0
31,28,13,0
31,41,46,0
31,49,4,0
31,69,6,0
31,70,11,0
31,117,47,0
31,118,10,0
31,128,31,0
31,133,12,0
31,148,27,0
31,177,50,0
31,194,33,0
31,197,1,0
32,2,24,0
32,22,42,0
32,23,6,0
32,36,20,0
32,38,13,0
32,40,11,0
32,53,39,0
32,64,7,0
32,80,39,0
32,87,46,0
32,92,3,0
32,106,12,0
32,134,41,0
32,136,30,0
32,138,2,0
32,144,4,0
32,147,33,0
32,152,50,0
32,165,15,0
33,71,18,0
34,10,17,0
34,67,14,0
34,127,15,0
34,142,23,0
34,151,37,0
34,159,22,0
34,172,10,0
34,184,12,0
34,199,37,0
35,4,16,0
35,12,44,0
35,14,41,0
35,126,24,0
35,155,31,0
35,163,22,0
35,174,36,0
36,2,9,0
36,22,32,0
36,48,34,0
36,134,46,0
36,138,2,0
36,143,15,0
36,144,13,0
36,146,26,0
36,165,29,0
36,166,41,0
36,182,25,0
36,194,24,0
36,195,26,0
36,197,5,0
37,19,26,0
37,27,31,0
37,39,47,0
37,192,40,0
38,2,15,0
38,36,20,0
38,46,15,0
38,75,9,0
38,87,40,0
38,91,28,0
38,94,4,0
38,103,41,0
38,134,27,0
38,144,17,0
38,152,31,0
38,165,17,0
38,195,36,0
38,197,47,0
39,17,20,0
39,33,2,0
39,71,9,0
39,141,2,0
40,2,13,0
40,18,34,0
40,42,24,0
40,53,45,0
40,58,29,0
40,64,22,0
40,74,31,0
40,80,30,0
40,94,42,0
40,106,7,0
40,129,27,0
40,136,39,0
41,34,38,0
41,49,27,0
41,69,2,0
41,88,50,0
41,90,21,0
41,109,21,0
41,117,6,0
41,118,45,0
41,120,46,0
41,128,49,0
41,131,36,0
41,142,24,0
41,167,26,0
41,184,41,0
41,188,43,0
42,24,42,0
42,53,2,0
42,74,26,0
42,106,32,0
42,129,19,0
43,16,48,0
43,29,4,0
43,57,27,0
43,78,5,0
43,89,17,0
43,121,4,0
43,123,41,0
43,168,45,0
43,177,36,0
43,191,7,0
44,18,48,0
44,24,34,0
44,32,48,0
44,40,25,0
44,58,22,0
44,64,35,0
44,80,16,0
44,85,32,0
44,106,23,0
44,115,35,0
44,130,17,0
45,59,39,0
45,62,9,0
45,107,33,0
45,112,21,0
45,122,26,0
45,124,9,0
45,133,30,0
45,148,8,0
45,156,39,0
45,175,23,0
45,190,19,0
46,3,25,0
46,11,26,0
46,28,27,0
46,31,31,0
46,75,11,0
46,112,9,0
46,128,36,0
46,147,41,0
46,167,14,0
46,177,19,0
46,188,16,0
46,196,9,0
46,197,18,0
47,8,22,0
47,11,21,0
47,22,37,0
47,32,46,0
47,36,43,0
47,38,18,0
47,46,25,0
47,70,16,0
47,94,3,0
47,130,29,0
47,134,6,0
47,147,11,0
47,165,13,0
47,177,32,0
47,181,43,0
47,197,23,0
48,5,5,0
48,20,6,0
48,87,21,0
48,91,7,0
48,138,26,0
48,144,21,0
48,153,45,0
48,161,14,0
48,182,46,0
48,187,43,0
49,8,8,0
49,12,44,0
49,28,36,0
49,46,9,0
49,51,15,0
49,59,30,0
49,70,25,0
49,90,15,0
49,128,20,0
49,154,28,0
49,159,27,0
49,167,26,0
49,177,14,0
49,194,11,0
50,25,30,0
50,48,5,0
50,60,22,0
50,82,32,0
50,91,34,0
50,104,26,0
50,105,3,0
50,108,21,0
50,138,9,0
50,140,41,0
50,153,47,0
50,170,12,0
50,182,27,0
51,12,1,0
51,21,44,0
51,31,38,0
51,41,11,0
51,69,50,0
51,88,43,0
51,90,4,0
51,118,12,0
51,120,30,0
51,128,9,0
51,142,31,0
51,155,33,0
51,159,33,0
51,184,23,0
52,14,10,0
52,19,25,0
52,35,17,0
52,61,31,0
52,95,48,0
52,174,20,0
53,2,39,0
53,24,22,0
53,26,48,0
53,44,20,0
53,58,3,0
53,63,34,0
53,92,42,0
53,106,13,0
53,165,20,0
53,180,15,0
54,15,28,0
54,65,15,0
54,68,21,0
54,76,29,0
54,79,22,0
54,185,44,0
55,1,45,0
55,16,43,0
55,29,35,0
55,43,28,0
55,81,7,0
55,96,15,0
55,113,36,0
55,154,20,0
55,158,13,0
56,60,43,0
56,93,12,0
56,114,9,0
56,132,41,0
56,139,16,0
57,16,9,0
57,29,47,0
57,55,28,0
57,78,1,0
57,89,39,0
57,96,3,0
57,113,19,0
57,154,6,0
57,158,46,0
57,191,22,0
58,18,10,0
58,24,11,0
58,26,8,0
58,42,5,0
58,80,32,0
58,85,21,0
58,99,7,0
58,106,10,0
58,129,38,0
58,136,24,0
59,8,3,0
59,12,2,0
59,28,18,0
59,31,22,0
59,51,35,0
59,62,26,0
59,124,49,0
59,126,48,0
59,128,42,0
59,133,46,0
59,148,25,0
59,155,15,0
59,190,45,0
60,25,6,0
60,93,35,0
60,100,22,0
60,105,37,0
60,114,18,0
60,139,34,0
60,140,42,0
60,153,23,0
61,6,43,0
61,35,42,0
61,66,34,0
61,73,19,0
61,164,38,0
62,35,50,0
62,101,37,0
62,111,15,0
62,124,3,0
62,133,37,0
62,148,49,0
63,2,41,0
63,20,18,0
63,32,8,0
63,48,43,0
63,64,48,0
63,87,46,0
63,91,20,0
63,94,5,0
63,104,39,0
63,106,29,0
63,108,1,0
63,136,20,0
63,137,38,0
63,161,28,0
63,182,48,0
64,2,41,0
64,24,24,0
64,42,22,0
64,53,49,0
64,58,22,0
64,80,28,0
64,92,13,0
64,106,40,0
64,129,9,0
64,136,41,0
64,180,31,0
65,13,48,0
65,15,23,0
65,72,18,0
65,113,41,0
66,14,16,0
66,35,16,0
66,52,22,0
66,111,26,0
66,163,28,0
67,21,47,0
67,30,12,0
67,76,31,0
67,79,34,0
67,86,12,0
67,110,27,0
67,120,46,0
67,125,23,0
67,127,2,0
67,151,11,0
67,172,11,0
67,193,18,0
67,199,15,0
68,13,13,0
68,65,36,0
68,67,46,0
68,79,5,0
68,81,29,0
68,89,20,0
68,113,42,0
69,4,6,0
69,10,29,0
69,21,7,0
69,30,26,0
69,34,9,0
69,49,37,0
69,88,16,0
69,109,31,0
69,120,34,0
69,128,48,0
69,135,25,0
69,142,40,0
69,188,33,0
70,3,41,0
70,8,30,0
70,11,12,0
70,28,31,0
70,38,9,0
70,46,48,0
70,112,20,0
70,118,31,0
70,166,37,0
70,188,29,0
70,194,17,0
70,197,3,0
71,7,19,0
71,37,26,0
71,141,16,0
71,192,17,0
72,83,25,0
72,157,34,0
72,158,31,0
73,6,32,0
73,35,50,0
73,52,38,0
73,66,50,0
73,95,41,0
73,101,18,0
73,111,40,0
73,122,33,0
73,164,40,0
74,2,8,0
74,32,49,0
74,44,22,0
74,53,45,0
74,58,20,0
74,63,20,0
74,64,31,0
74,85,34,0
74,92,33,0
74,94,21,0
74,99,2,0
74,106,29,0
74,115,27,0
74,180,7,0
75,5,3,0
75,36,13,0
75,45,44,0
75,47,48,0
75,70,3,0
75,87,15,0
75,91,44,0
75,105,25,0
75,112,38,0
75,137,47,0
75,146,31,0
75,147,22,0
75,165,16,0
76,1,28,0
76,30,27,0
76,68,48,0
76,77,32,0
76,113,11,0
76,179,1,0
77,1,45,0
77,54,23,0
77,55,42,0
77,57,37,0
77,65,18,0
77,67,25,0
77,68,47,0
77,79,15,0
77,89,9,0
77,96,16,0
77,110,39,0
77,158,24,0
78,1,29,0
78,11,3,0
78,16,34,0
78,55,35,0
78,89,20,0
78,121,42,0
78,123,33,0
78,154,1,0
78,168,5,0
78,176,25,0
78,177,42,0
78,191,8,0
79,13,9,0
79,34,34,0
79,76,22,0
79,81,28,0
79,96,44,0
79,113,35,0
79,125,2,0
79,168,10,0
79,172,39,0
79,179,5,0
79,199,20,0
80,2,45,0
80,18,24,0
80,22,5,0
80,23,5,0
80,24,35,0
80,26,34,0
80,53,16,0
80,74,27,0
80,99,31,0
80,115,31,0
80,130,15,0
80,136,5,0
80,152,45,0
80,176,43,0
81,13,14,0
81,54,49,0
81,65,31,0
81,72,27,0
81,76,31,0
81,77,49,0
81,83,4,0
81,113,18,0
81,158,2,0
81,179,18,0
81,185,23,0
81,193,27,0
82,9,49,0
82,25,50,0
82,56,39,0
82,60,15,0
82,93,9,0
82,98,21,0
82,105,39,0
82,132,5,0
82,139,15,0
82,143,15,0
82,153,3,0
82,170,8,0
82,173,25,0
82,175,36,0
82,183,2,0
83,13,37,0
83,16,31,0
83,54,29,0
83,65,17,0
83,185,46,0
84,56,43,0
84,114,20,0
84,119,21,0
85,22,14,0
85,32,29,0
85,40,42,0
85,53,49,0
85,63,12,0
85,64,9,0
85,80,10,0
85,94,19,0
85,97,34,0
85,103,33,0
85,130,32,0
85,136,22,0
85,150,4,0
85,152,29,0
85,181,16,0
85,195,30,0
86,30,8,0
86,34,4,0
86,41,43,0
86,69,11,0
86,79,13,0
86,109,33,0
86,110,13,0
86,120,24,0
