Source,Target,Capacity,Flow
0,5,2,0
0,27,1,0
0,35,2,0
0,40,1,0
0,120,2,0
0,179,1,0
0,194,2,0
1,6,1,0
1,29,1,0
1,53,1,0
1,60,2,0
1,65,1,0
1,88,1,0
1,92,2,0
1,112,2,0
1,148,2,0
1,149,2,0
1,159,1,0
1,188,1,0
2,19,1,0
2,61,2,0
2,87,1,0
2,103,1,0
2,109,1,0
2,115,1,0
2,140,1,0
2,153,2,0
2,156,2,0
2,163,1,0
2,197,1,0
3,17,2,0
3,19,1,0
3,59,2,0
3,64,2,0
3,79,2,0
3,87,2,0
3,103,1,0
3,160,1,0
3,197,2,0
4,25,1,0
4,26,2,0
4,36,2,0
4,63,1,0
4,77,2,0
4,82,1,0
4,113,2,0
4,125,1,0
4,136,1,0
4,144,2,0
4,165,2,0
4,167,2,0
5,24,1,0
5,27,1,0
5,30,2,0
5,33,2,0
5,70,2,0
5,74,2,0
5,93,1,0
5,96,2,0
5,107,1,0
5,120,2,0
5,129,2,0
5,171,2,0
5,173,2,0
5,178,1,0
5,192,1,0
5,194,2,0
6,52,1,0
6,53,1,0
6,57,2,0
6,58,1,0
6,60,2,0
6,91,2,0
6,122,2,0
6,134,1,0
6,159,2,0
6,188,1,0
6,195,1,0
7,0,1,0
7,35,1,0
7,40,1,0
8,11,1,0
8,15,2,0
8,49,2,0
8,81,1,0
8,89,1,0
8,110,2,0
8,154,2,0
8,185,1,0
9,3,1,0
9,45,2,0
9,46,1,0
9,47,1,0
9,59,2,0
9,85,2,0
9,103,1,0
9,119,1,0
9,126,2,0
9,143,2,0
9,157,1,0
9,160,2,0
9,197,2,0
10,30,1,0
10,71,2,0
10,96,2,0
10,105,2,0
10,186,1,0
10,194,1,0
10,196,1,0
11,154,2,0
12,18,2,0
12,43,2,0
12,65,2,0
12,72,1,0
12,76,2,0
12,134,1,0
12,149,2,0
12,162,1,0
13,5,1,0
13,20,2,0
13,42,1,0
13,67,1,0
13,91,2,0
13,122,1,0
13,131,1,0
13,138,2,0
13,139,1,0
13,151,2,0
13,173,1,0
13,180,2,0
13,192,1,0
13,194,1,0
13,195,2,0
14,0,2,0
14,5,1,0
14,24,2,0
14,30,1,0
14,33,2,0
14,74,1,0
14,96,2,0
14,105,2,0
14,131,1,0
14,173,1,0
14,177,2,0
14,179,1,0
14,194,2,0
14,196,2,0
15,11,2,0
15,168,2,0
15,181,2,0
15,182,2,0
15,184,2,0
15,185,2,0
16,12,2,0
16,18,1,0
16,29,1,0
16,38,2,0
16,43,1,0
16,63,1,0
16,65,2,0
16,76,2,0
16,88,2,0
16,92,2,0
16,112,1,0
16,136,2,0
16,148,1,0
16,162,1,0
16,199,2,0
17,2,2,0
17,44,1,0
17,46,1,0
17,47,1,0
17,61,2,0
17,83,1,0
17,84,1,0
17,87,1,0
17,97,1,0
17,103,1,0
17,104,2,0
17,117,1,0
17,123,1,0
17,145,1,0
17,152,2,0
17,157,1,0
17,160,1,0
17,174,1,0
18,21,2,0
18,29,2,0
18,32,1,0
18,37,2,0
18,52,1,0
18,65,1,0
18,76,2,0
18,112,1,0
18,114,1,0
18,136,1,0
18,162,2,0
18,193,2,0
19,9,1,0
19,17,1,0
19,46,1,0
19,59,2,0
19,61,1,0
19,68,1,0
19,83,2,0
19,90,2,0
19,97,2,0
19,104,1,0
19,109,2,0
19,115,2,0
19,117,1,0
19,140,2,0
19,146,1,0
19,156,2,0
19,157,1,0
19,160,1,0
19,166,2,0
19,170,1,0
19,174,1,0
19,198,2,0
20,48,2,0
20,61,1,0
20,67,1,0
20,99,2,0
20,109,1,0
20,129,1,0
20,131,1,0
20,138,1,0
20,139,2,0
20,172,2,0
20,194,1,0
20,198,2,0
21,16,1,0
21,38,2,0
21,43,1,0
21,63,2,0
21,82,2,0
21,193,2,0
21,199,1,0
22,48,2,0
22,75,2,0
22,80,2,0
22,81,2,0
22,91,2,0
22,98,1,0
22,100,2,0
22,128,1,0
22,132,2,0
22,134,2,0
22,150,2,0
22,151,1,0
22,158,1,0
22,176,1,0
22,185,1,0
23,56,1,0
23,106,1,0
23,108,1,0
23,118,1,0
23,126,1,0
23,127,1,0
23,170,2,0
23,190,2,0
24,0,1,0
24,27,2,0
24,40,1,0
24,42,2,0
24,48,1,0
24,50,1,0
24,105,2,0
24,147,1,0
24,161,1,0
24,173,2,0
24,180,1,0
24,187,1,0
24,192,2,0
25,32,1,0
25,36,2,0
25,63,1,0
25,94,1,0
25,108,1,0
25,112,1,0
25,125,1,0
25,136,2,0
25,165,2,0
26,16,1,0
26,18,1,0
26,25,1,0
26,36,1,0
26,37,2,0
26,38,1,0
26,77,2,0
26,82,2,0
26,112,1,0
26,136,1,0
26,144,1,0
26,167,1,0
27,14,2,0
27,40,1,0
27,50,2,0
27,70,1,0
27,147,2,0
27,151,1,0
27,158,2,0
27,173,2,0
27,175,1,0
27,179,2,0
28,69,2,0
28,72,2,0
28,76,1,0
28,78,2,0
28,110,1,0
28,137,2,0
28,141,2,0
28,183,1,0
29,6,2,0
29,65,2,0
29,88,1,0
29,92,1,0
29,111,1,0
29,132,2,0
29,149,1,0
29,159,2,0
29,162,2,0
29,188,2,0
29,189,1,0
30,33,2,0
30,41,2,0
30,74,2,0
30,96,1,0
30,105,2,0
30,131,1,0
30,172,1,0
30,177,1,0
30,186,2,0
31,22,1,0
31,72,1,0
31,75,2,0
31,80,1,0
31,81,1,0
31,88,1,0
31,134,2,0
31,169,2,0
31,183,2,0
31,184,2,0
32,4,1,0
32,16,2,0
32,26,2,0
32,34,1,0
32,36,2,0
32,94,1,0
32,112,1,0
32,144,1,0
32,165,1,0
32,167,2,0
32,199,2,0
33,10,1,0
33,74,2,0
33,96,2,0
33,109,1,0
33,131,1,0
33,172,2,0
33,173,2,0
33,177,2,0
33,186,2,0
33,196,1,0
34,4,1,0
34,26,1,0
34,82,1,0
34,113,1,0
34,114,2,0
34,125,2,0
34,144,1,0
34,167,1,0
34,193,1,0
34,199,1,0
35,40,2,0
35,161,2,0
35,178,1,0
35,179,2,0
36,16,2,0
36,18,1,0
36,29,1,0
36,34,1,0
36,38,1,0
36,77,1,0
36,82,2,0
36,112,1,0
36,114,2,0
36,125,2,0
36,136,1,0
36,189,2,0
37,1,1,0
37,12,1,0
37,16,2,0
37,29,2,0
37,36,1,0
37,58,1,0
37,60,1,0
37,65,2,0
37,88,2,0
37,92,1,0
37,111,2,0
37,113,2,0
37,136,1,0
37,148,2,0
37,162,2,0
37,188,1,0
37,199,2,0
38,12,2,0
38,18,2,0
38,37,1,0
38,43,1,0
38,65,2,0
38,76,2,0
38,92,1,0
38,101,2,0
38,111,2,0
38,113,1,0
38,149,1,0
38,162,2,0
39,50,2,0
39,54,2,0
39,55,2,0
39,120,2,0
39,161,1,0
39,175,2,0
39,178,1,0
40,5,1,0
40,14,2,0
40,30,1,0
40,33,1,0
40,96,2,0
40,120,1,0
40,161,2,0
40,171,1,0
40,178,1,0
40,179,1,0
40,194,2,0
41,10,1,0
41,33,2,0
41,177,1,0
41,186,1,0
42,22,1,0
42,27,1,0
42,50,2,0
42,91,2,0
42,121,1,0
42,131,2,0
42,147,1,0
42,150,1,0
42,151,1,0
42,155,1,0
42,158,2,0
42,176,1,0
42,180,2,0
42,192,2,0
43,18,2,0
43,37,2,0
43,76,2,0
43,111,2,0
43,114,1,0
43,169,1,0
43,193,2,0
44,2,1,0
44,19,2,0
44,20,1,0
44,61,2,0
44,83,2,0
44,104,1,0
44,109,1,0
44,117,2,0
44,133,2,0
44,156,1,0
44,157,1,0
44,163,2,0
45,23,1,0
45,56,1,0
45,59,1,0
45,83,2,0
45,85,2,0
45,90,1,0
45,97,1,0
45,103,2,0
45,123,1,0
45,145,2,0
45,152,1,0
45,160,1,0
45,170,2,0
45,190,1,0
45,197,2,0
46,2,2,0
46,20,2,0
46,44,2,0
46,56,2,0
46,61,2,0
46,64,1,0
46,67,1,0
46,68,1,0
46,83,2,0
46,84,1,0
46,87,1,0
46,117,2,0
46,122,2,0
46,126,2,0
46,138,1,0
46,145,1,0
46,152,1,0
46,163,1,0
47,3,1,0
47,85,2,0
47,97,1,0
47,117,1,0
47,123,2,0
47,152,1,0
47,160,1,0
48,5,2,0
48,6,2,0
48,13,1,0
48,42,1,0
48,70,2,0
48,74,1,0
48,91,1,0
48,129,2,0
48,147,1,0
48,173,1,0
48,176,2,0
49,11,1,0
49,15,1,0
49,54,2,0
49,55,1,0
49,95,1,0
49,154,2,0
49,164,2,0
49,168,2,0
50,22,1,0
50,54,2,0
50,80,1,0
50,95,1,0
50,98,2,0
50,102,2,0
50,128,2,0
50,142,1,0
50,151,1,0
50,158,2,0
50,175,1,0
50,178,1,0
50,185,1,0
50,187,2,0
50,191,1,0
50,192,1,0
51,8,2,0
51,11,1,0
51,15,1,0
51,49,1,0
51,181,2,0
52,1,1,0
52,16,2,0
52,29,2,0
52,36,1,0
52,37,1,0
52,53,2,0
52,60,2,0
52,65,1,0
52,66,1,0
52,92,2,0
52,108,1,0
52,111,2,0
52,136,2,0
52,148,1,0
52,149,1,0
52,159,1,0
52,188,1,0
52,189,1,0
53,29,2,0
53,57,2,0
53,60,1,0
53,88,2,0
53,91,1,0
53,122,1,0
53,132,1,0
53,146,1,0
53,189,2,0
53,195,2,0
54,89,1,0
54,95,1,0
54,98,1,0
54,120,2,0
54,184,1,0
55,8,2,0
55,15,1,0
55,50,1,0
55,54,2,0
55,89,1,0
55,98,1,0
55,102,2,0
55,168,1,0
55,175,2,0
55,191,2,0
56,9,1,0
56,64,1,0
56,90,1,0
56,104,2,0
56,106,1,0
56,126,1,0
56,145,1,0
56,157,2,0
56,170,1,0
56,197,2,0
57,1,1,0
57,22,2,0
57,29,2,0
57,101,1,0
57,134,1,0
57,148,1,0
57,149,2,0
57,155,1,0
57,195,1,0
58,1,1,0
58,16,2,0
58,29,2,0
58,52,1,0
58,53,1,0
58,57,1,0
58,60,1,0
58,92,1,0
58,111,1,0
58,130,1,0
58,134,2,0
58,159,1,0
58,162,1,0
59,17,1,0
59,47,1,0
59,56,1,0
59,64,2,0
59,83,2,0
59,85,2,0
