Source,Target,Capacity,Flow
0,2,3,0
0,3,88,0
0,14,98,0
0,19,75,0
0,33,93,0
0,34,45,0
0,40,90,0
0,43,92,0
0,52,33,0
0,61,67,0
0,71,100,0
0,74,65,0
0,82,61,0
0,104,14,0
0,117,29,0
0,120,9,0
0,125,91,0
0,130,24,0
0,135,4,0
0,141,59,0
0,144,55,0
0,151,74,0
0,160,79,0
0,161,89,0
0,182,75,0
0,191,51,0
0,192,4,0
0,197,27,0
0,211,85,0
0,214,65,0
0,218,5,0
0,230,19,0
0,231,68,0
0,249,96,0
0,253,27,0
0,256,31,0
0,265,18,0
0,278,89,0
0,283,51,0
0,290,12,0
1,3,67,0
1,7,4,0
1,15,86,0
1,21,70,0
1,27,51,0
1,36,92,0
1,51,30,0
1,58,6,0
1,59,59,0
1,63,36,0
1,66,39,0
1,80,90,0
1,84,48,0
1,89,84,0
1,110,3,0
1,121,69,0
1,128,46,0
1,130,57,0
1,133,83,0
1,141,42,0
1,143,90,0
1,147,7,0
1,150,62,0
1,154,73,0
1,163,92,0
1,164,25,0
1,168,9,0
1,174,44,0
1,187,58,0
1,200,14,0
1,202,33,0
1,213,91,0
1,216,27,0
1,221,52,0
1,227,68,0
1,257,58,0
1,258,87,0
1,261,3,0
1,274,98,0
1,278,15,0
1,289,5,0
1,290,77,0
1,294,83,0
1,299,95,0
2,1,69,0
2,4,74,0
2,7,37,0
2,10,8,0
2,15,71,0
2,27,50,0
2,34,75,0
2,52,75,0
2,63,76,0
2,65,19,0
2,89,18,0
2,94,25,0
2,114,16,0
2,125,71,0
2,134,77,0
2,141,47,0
2,182,79,0
2,184,10,0
2,190,27,0
2,191,16,0
2,197,39,0
2,205,54,0
2,216,44,0
2,222,2,0
2,234,5,0
2,239,94,0
2,253,71,0
2,258,79,0
2,259,28,0
2,261,9,0
2,262,21,0
2,263,33,0
2,267,70,0
2,273,98,0
2,278,62,0
2,281,41,0
2,289,13,0
2,290,80,0
3,2,31,0
3,7,88,0
3,8,78,0
3,21,29,0
3,26,91,0
3,28,50,0
3,36,94,0
3,40,25,0
3,51,77,0
3,77,55,0
3,79,40,0
3,98,68,0
3,105,92,0
3,110,20,0
3,129,91,0
3,134,29,0
3,159,77,0
3,165,40,0
3,177,51,0
3,184,20,0
3,191,94,0
3,203,61,0
3,205,80,0
3,209,51,0
3,213,64,0
3,214,30,0
3,216,46,0
3,222,38,0
3,233,40,0
3,236,56,0
3,239,95,0
3,261,41,0
3,263,40,0
3,267,53,0
3,268,6,0
3,289,89,0
3,290,17,0
4,0,57,0
4,1,81,0
4,3,1,0
4,7,47,0
4,21,15,0
4,27,40,0
4,33,84,0
4,50,75,0
4,58,9,0
4,71,32,0
4,88,51,0
4,101,3,0
4,110,19,0
4,113,36,0
4,122,81,0
4,125,71,0
4,128,39,0
4,129,68,0
4,130,99,0
4,141,99,0
4,144,37,0
4,150,24,0
4,151,15,0
4,164,3,0
4,181,34,0
